"Datum";"kWh";"kW";"Status";
"30.11.2025 14:00";0,05;0,2;"VALID";
"30.11.2025 14:15";0,05;0,2;"VALID";
"30.11.2025 14:30";0,066;0,264;"VALID";
"30.11.2025 14:45";0,063;0,252;"VALID";
"30.11.2025 15:00";0,07;0,28;"VALID";
"30.11.2025 15:15";0,073;0,292;"VALID";
"30.11.2025 15:30";0,074;0,296;"VALID";
"30.11.2025 15:45";0,067;0,268;"VALID";
"30.11.2025 16:00";0,074;0,296;"VALID";
"30.11.2025 16:15";0,08;0,32;"VALID";
"30.11.2025 16:30";0,079;0,316;"VALID";
"30.11.2025 16:45";0,078;0,312;"VALID";
"30.11.2025 17:00";0,072;0,288;"VALID";
"30.11.2025 17:15";0,077;0,308;"VALID";
"30.11.2025 17:30";0,08;0,32;"VALID";
"30.11.2025 17:45";0,081;0,324;"VALID";
"30.11.2025 18:00";0,073;0,292;"VALID";
"30.11.2025 18:15";0,076;0,304;"VALID";
"30.11.2025 18:30";0,068;0,272;"VALID";
"30.11.2025 18:45";0,06;0,24;"VALID";
"30.11.2025 19:00";0,056;0,224;"VALID";
"30.11.2025 19:15";0,061;0,244;"VALID";
"30.11.2025 19:30";0,066;0,264;"VALID";
"30.11.2025 19:45";0,067;0,268;"VALID";
"30.11.2025 20:00";0,067;0,268;"VALID";
"30.11.2025 20:15";0,061;0,244;"VALID";
"30.11.2025 20:30";0,064;0,256;"VALID";
"30.11.2025 20:45";0,067;0,268;"VALID";
"30.11.2025 21:00";0,066;0,264;"VALID";
"30.11.2025 21:15";0,062;0,248;"VALID";
"30.11.2025 21:30";0,06;0,24;"VALID";
"30.11.2025 21:45";0,204;0,816;"VALID";
"30.11.2025 22:00";0,283;1,132;"VALID";
"30.11.2025 22:15";0,093;0,372;"VALID";
"30.11.2025 22:30";0,084;0,336;"VALID";
"30.11.2025 22:45";0,081;0,324;"VALID";
"30.11.2025 23:00";0,086;0,344;"VALID";
"30.11.2025 23:15";0,086;0,344;"VALID";
"30.11.2025 23:30";0,085;0,34;"VALID";
"30.11.2025 23:45";0,085;0,34;"VALID";
"01.12.2025 00:00";0,053;0,212;"VALID";
"01.12.2025 00:15";0,032;0,128;"VALID";
"01.12.2025 00:30";0,034;0,136;"VALID";
"01.12.2025 00:45";0,032;0,128;"VALID";
"01.12.2025 01:00";0,025;0,1;"VALID";
"01.12.2025 01:15";0,027;0,108;"VALID";
"01.12.2025 01:30";0,031;0,124;"VALID";
"01.12.2025 01:45";0,032;0,128;"VALID";
"01.12.2025 02:00";0,03;0,12;"VALID";
"01.12.2025 02:15";0,023;0,092;"VALID";
"01.12.2025 02:30";0,029;0,116;"VALID";
"01.12.2025 02:45";0,031;0,124;"VALID";
"01.12.2025 03:00";0,03;0,12;"VALID";
"01.12.2025 03:15";0,026;0,104;"VALID";
"01.12.2025 03:30";0,022;0,088;"VALID";
"01.12.2025 03:45";0,03;0,12;"VALID";
"01.12.2025 04:00";0,031;0,124;"VALID";
"01.12.2025 04:15";0,03;0,12;"VALID";
"01.12.2025 04:30";0,023;0,092;"VALID";
"01.12.2025 04:45";0,025;0,1;"VALID";
"01.12.2025 05:00";0,03;0,12;"VALID";
"01.12.2025 05:15";0,03;0,12;"VALID";
"01.12.2025 05:30";0,051;0,204;"VALID";
"01.12.2025 05:45";0,049;0,196;"VALID";
"01.12.2025 06:00";0,035;0,14;"VALID";
"01.12.2025 06:15";0,036;0,144;"VALID";
"01.12.2025 06:30";0,034;0,136;"VALID";
"01.12.2025 06:45";0,035;0,14;"VALID";
"01.12.2025 07:00";0,026;0,104;"VALID";
"01.12.2025 07:15";0,026;0,104;"VALID";
"01.12.2025 07:30";0,031;0,124;"VALID";
"01.12.2025 07:45";0,03;0,12;"VALID";
"01.12.2025 08:00";0,064;0,256;"VALID";
"01.12.2025 08:15";0,101;0,404;"VALID";
"01.12.2025 08:30";0,113;0,452;"VALID";
"01.12.2025 08:45";0,113;0,452;"VALID";
"01.12.2025 09:00";0,119;0,476;"VALID";
"01.12.2025 09:15";0,109;0,436;"VALID";
"01.12.2025 09:30";0,108;0,432;"VALID";
"01.12.2025 09:45";0,112;0,448;"VALID";
"01.12.2025 10:00";0,113;0,452;"VALID";
"01.12.2025 10:15";0,107;0,428;"VALID";
"01.12.2025 10:30";0,103;0,412;"VALID";
"01.12.2025 10:45";0,113;0,452;"VALID";
"01.12.2025 11:00";0,111;0,444;"VALID";
"01.12.2025 11:15";0,113;0,452;"VALID";
"01.12.2025 11:30";0,108;0,432;"VALID";
"01.12.2025 11:45";0,113;0,452;"VALID";
"01.12.2025 12:00";0,11;0,44;"VALID";
"01.12.2025 12:15";0,107;0,428;"VALID";
"01.12.2025 12:30";0,1;0,4;"VALID";
"01.12.2025 12:45";0,1;0,4;"VALID";
"01.12.2025 13:00";0,106;0,424;"VALID";
"01.12.2025 13:15";0,11;0,44;"VALID";
"01.12.2025 13:30";0,107;0,428;"VALID";
"01.12.2025 13:45";0,104;0,416;"VALID";
"01.12.2025 14:00";0,11;0,44;"VALID";
"01.12.2025 14:15";0,117;0,468;"VALID";
"01.12.2025 14:30";0,115;0,46;"VALID";
"01.12.2025 14:45";0,107;0,428;"VALID";
"01.12.2025 15:00";0,106;0,424;"VALID";
"01.12.2025 15:15";0,11;0,44;"VALID";
"01.12.2025 15:30";0,156;0,624;"VALID";
"01.12.2025 15:45";0,161;0,644;"VALID";
"01.12.2025 16:00";0,136;0,544;"VALID";
"01.12.2025 16:15";0,125;0,5;"VALID";
"01.12.2025 16:30";0,121;0,484;"VALID";
"01.12.2025 16:45";0,133;0,532;"VALID";
"01.12.2025 17:00";0,15;0,6;"VALID";
"01.12.2025 17:15";0,103;0,412;"VALID";
"01.12.2025 17:30";0,094;0,376;"VALID";
"01.12.2025 17:45";0,098;0,392;"VALID";
"01.12.2025 18:00";0,102;0,408;"VALID";
"01.12.2025 18:15";0,102;0,408;"VALID";
"01.12.2025 18:30";0,095;0,38;"VALID";
"01.12.2025 18:45";0,153;0,612;"VALID";
"01.12.2025 19:00";0,16;0,64;"VALID";
"01.12.2025 19:15";0,157;0,628;"VALID";
"01.12.2025 19:30";0,402;1,608;"VALID";
"01.12.2025 19:45";0,16;0,64;"VALID";
"01.12.2025 20:00";0,21;0,84;"VALID";
"01.12.2025 20:15";0,372;1,488;"VALID";
"01.12.2025 20:30";0,289;1,156;"VALID";
"01.12.2025 20:45";0,201;0,804;"VALID";
"01.12.2025 21:00";0,126;0,504;"VALID";
"01.12.2025 21:15";0,124;0,496;"VALID";
"01.12.2025 21:30";0,124;0,496;"VALID";
"01.12.2025 21:45";0,157;0,628;"VALID";
"01.12.2025 22:00";0,271;1,084;"VALID";
"01.12.2025 22:15";0,405;1,62;"VALID";
"01.12.2025 22:30";0,279;1,116;"VALID";
"01.12.2025 22:45";0,258;1,032;"VALID";
"01.12.2025 23:00";0,129;0,516;"VALID";
"01.12.2025 23:15";0,129;0,516;"VALID";
"01.12.2025 23:30";0,129;0,516;"VALID";
"01.12.2025 23:45";0,122;0,488;"VALID";
"02.12.2025 00:00";0,13;0,52;"VALID";
"02.12.2025 00:15";0,132;0,528;"VALID";
"02.12.2025 00:30";0,072;0,288;"VALID";
"02.12.2025 00:45";0,031;0,124;"VALID";
"02.12.2025 01:00";0,026;0,104;"VALID";
"02.12.2025 01:15";0,033;0,132;"VALID";
"02.12.2025 01:30";0,033;0,132;"VALID";
"02.12.2025 01:45";0,03;0,12;"VALID";
"02.12.2025 02:00";0,024;0,096;"VALID";
"02.12.2025 02:15";0,028;0,112;"VALID";
"02.12.2025 02:30";0,031;0,124;"VALID";
"02.12.2025 02:45";0,031;0,124;"VALID";
"02.12.2025 03:00";0,025;0,1;"VALID";
"02.12.2025 03:15";0,022;0,088;"VALID";
"02.12.2025 03:30";0,031;0,124;"VALID";
"02.12.2025 03:45";0,03;0,12;"VALID";
"02.12.2025 04:00";0,029;0,116;"VALID";
"02.12.2025 04:15";0,022;0,088;"VALID";
"02.12.2025 04:30";0,027;0,108;"VALID";
"02.12.2025 04:45";0,031;0,124;"VALID";
"02.12.2025 05:00";0,03;0,12;"VALID";
"02.12.2025 05:15";0,026;0,104;"VALID";
"02.12.2025 05:30";0,022;0,088;"VALID";
"02.12.2025 05:45";0,03;0,12;"VALID";
"02.12.2025 06:00";0,031;0,124;"VALID";
"02.12.2025 06:15";0,03;0,12;"VALID";
"02.12.2025 06:30";0,023;0,092;"VALID";
"02.12.2025 06:45";0,026;0,104;"VALID";
"02.12.2025 07:00";0,032;0,128;"VALID";
"02.12.2025 07:15";0,033;0,132;"VALID";
"02.12.2025 07:30";0,056;0,224;"VALID";
"02.12.2025 07:45";0,024;0,096;"VALID";
"02.12.2025 08:00";0,03;0,12;"VALID";
"02.12.2025 08:15";0,03;0,12;"VALID";
"02.12.2025 08:30";0,029;0,116;"VALID";
"02.12.2025 08:45";0,022;0,088;"VALID";
"02.12.2025 09:00";0,027;0,108;"VALID";
"02.12.2025 09:15";0,031;0,124;"VALID";
"02.12.2025 09:30";0,03;0,12;"VALID";
"02.12.2025 09:45";0,026;0,104;"VALID";
"02.12.2025 10:00";0,032;0,128;"VALID";
"02.12.2025 10:15";0,05;0,2;"VALID";
"02.12.2025 10:30";0,033;0,132;"VALID";
"02.12.2025 10:45";0,231;0,924;"VALID";
"02.12.2025 11:00";0,366;1,464;"VALID";
"02.12.2025 11:15";0,381;1,524;"VALID";
"02.12.2025 11:30";0,035;0,14;"VALID";
"02.12.2025 11:45";0,036;0,144;"VALID";
"02.12.2025 12:00";0,033;0,132;"VALID";
"02.12.2025 12:15";0,031;0,124;"VALID";
"02.12.2025 12:30";0,095;0,38;"VALID";
"02.12.2025 12:45";0,176;0,704;"VALID";
"02.12.2025 13:00";0,029;0,116;"VALID";
"02.12.2025 13:15";0,023;0,092;"VALID";
"02.12.2025 13:30";0,028;0,112;"VALID";
"02.12.2025 13:45";0,031;0,124;"VALID";
"02.12.2025 14:00";0,03;0,12;"VALID";
"02.12.2025 14:15";0,024;0,096;"VALID";
"02.12.2025 14:30";0,025;0,1;"VALID";
"02.12.2025 14:45";0,031;0,124;"VALID";
"02.12.2025 15:00";0,029;0,116;"VALID";
"02.12.2025 15:15";0,027;0,108;"VALID";
"02.12.2025 15:30";0,022;0,088;"VALID";
"02.12.2025 15:45";0,029;0,116;"VALID";
"02.12.2025 16:00";0,03;0,12;"VALID";
"02.12.2025 16:15";0,03;0,12;"VALID";
"02.12.2025 16:30";0,023;0,092;"VALID";
"02.12.2025 16:45";0,026;0,104;"VALID";
"02.12.2025 17:00";0,031;0,124;"VALID";
"02.12.2025 17:15";0,03;0,12;"VALID";
"02.12.2025 17:30";0,026;0,104;"VALID";
"02.12.2025 17:45";0,022;0,088;"VALID";
"02.12.2025 18:00";0,03;0,12;"VALID";
"02.12.2025 18:15";0,03;0,12;"VALID";
"02.12.2025 18:30";0,05;0,2;"VALID";
"02.12.2025 18:45";0,047;0,188;"VALID";
"02.12.2025 19:00";0,062;0,248;"VALID";
"02.12.2025 19:15";0,131;0,524;"VALID";
"02.12.2025 19:30";0,148;0,592;"VALID";
"02.12.2025 19:45";0,046;0,184;"VALID";
"02.12.2025 20:00";0,077;0,308;"VALID";
"02.12.2025 20:15";0,038;0,152;"VALID";
"02.12.2025 20:30";0,042;0,168;"VALID";
"02.12.2025 20:45";0,042;0,168;"VALID";
"02.12.2025 21:00";0,04;0,16;"VALID";
"02.12.2025 21:15";0,038;0,152;"VALID";
"02.12.2025 21:30";0,03;0,12;"VALID";
"02.12.2025 21:45";0,037;0,148;"VALID";
"02.12.2025 22:00";0,038;0,152;"VALID";
"02.12.2025 22:15";0,035;0,14;"VALID";
"02.12.2025 22:30";0,03;0,12;"VALID";
"02.12.2025 22:45";0,037;0,148;"VALID";
"02.12.2025 23:00";0,038;0,152;"VALID";
"02.12.2025 23:15";0,039;0,156;"VALID";
"02.12.2025 23:30";0,03;0,12;"VALID";
"02.12.2025 23:45";0,029;0,116;"VALID";
"03.12.2025 00:00";0,033;0,132;"VALID";
"03.12.2025 00:15";0,034;0,136;"VALID";
"03.12.2025 00:30";0,028;0,112;"VALID";
"03.12.2025 00:45";0,025;0,1;"VALID";
"03.12.2025 01:00";0,035;0,14;"VALID";
"03.12.2025 01:15";0,034;0,136;"VALID";
"03.12.2025 01:30";0,031;0,124;"VALID";
"03.12.2025 01:45";0,025;0,1;"VALID";
"03.12.2025 02:00";0,033;0,132;"VALID";
"03.12.2025 02:15";0,033;0,132;"VALID";
"03.12.2025 02:30";0,032;0,128;"VALID";
"03.12.2025 02:45";0,025;0,1;"VALID";
"03.12.2025 03:00";0,028;0,112;"VALID";
"03.12.2025 03:15";0,033;0,132;"VALID";
"03.12.2025 03:30";0,032;0,128;"VALID";
"03.12.2025 03:45";0,027;0,108;"VALID";
"03.12.2025 04:00";0,026;0,104;"VALID";
"03.12.2025 04:15";0,032;0,128;"VALID";
"03.12.2025 04:30";0,033;0,132;"VALID";
"03.12.2025 04:45";0,029;0,116;"VALID";
"03.12.2025 05:00";0,024;0,096;"VALID";
"03.12.2025 05:15";0,03;0,12;"VALID";
"03.12.2025 05:30";0,03;0,12;"VALID";
"03.12.2025 05:45";0,028;0,112;"VALID";
"03.12.2025 06:00";0,023;0,092;"VALID";
"03.12.2025 06:15";0,029;0,116;"VALID";
"03.12.2025 06:30";0,031;0,124;"VALID";
"03.12.2025 06:45";0,03;0,12;"VALID";
"03.12.2025 07:00";0,022;0,088;"VALID";
"03.12.2025 07:15";0,062;0,248;"VALID";
"03.12.2025 07:30";0,033;0,132;"VALID";
"03.12.2025 07:45";0,03;0,12;"VALID";
"03.12.2025 08:00";0,026;0,104;"VALID";
"03.12.2025 08:15";0,023;0,092;"VALID";
"03.12.2025 08:30";0,031;0,124;"VALID";
"03.12.2025 08:45";0,038;0,152;"VALID";
"03.12.2025 09:00";0,035;0,14;"VALID";
"03.12.2025 09:15";0,03;0,12;"VALID";
"03.12.2025 09:30";0,029;0,116;"VALID";
"03.12.2025 09:45";0,031;0,124;"VALID";
"03.12.2025 10:00";0,029;0,116;"VALID";
"03.12.2025 10:15";0,022;0,088;"VALID";
"03.12.2025 10:30";0,027;0,108;"VALID";
"03.12.2025 10:45";0,03;0,12;"VALID";
"03.12.2025 11:00";0,03;0,12;"VALID";
"03.12.2025 11:15";0,022;0,088;"VALID";
"03.12.2025 11:30";0,025;0,1;"VALID";
"03.12.2025 11:45";0,031;0,124;"VALID";
"03.12.2025 12:00";0,029;0,116;"VALID";
"03.12.2025 12:15";0,025;0,1;"VALID";
"03.12.2025 12:30";0,023;0,092;"VALID";
"03.12.2025 12:45";0,03;0,12;"VALID";
"03.12.2025 13:00";0,03;0,12;"VALID";
"03.12.2025 13:15";0,027;0,108;"VALID";
"03.12.2025 13:30";0,022;0,088;"VALID";
"03.12.2025 13:45";0,029;0,116;"VALID";
"03.12.2025 14:00";0,03;0,12;"VALID";
"03.12.2025 14:15";0,028;0,112;"VALID";
"03.12.2025 14:30";0,022;0,088;"VALID";
"03.12.2025 14:45";0,028;0,112;"VALID";
"03.12.2025 15:00";0,03;0,12;"VALID";
"03.12.2025 15:15";0,03;0,12;"VALID";
"03.12.2025 15:30";0,022;0,088;"VALID";
"03.12.2025 15:45";0,026;0,104;"VALID";
"03.12.2025 16:00";0,03;0,12;"VALID";
"03.12.2025 16:15";0,041;0,164;"VALID";
"03.12.2025 16:30";0,075;0,3;"VALID";
"03.12.2025 16:45";0,071;0,284;"VALID";
"03.12.2025 17:00";0,074;0,296;"VALID";
"03.12.2025 17:15";0,075;0,3;"VALID";
"03.12.2025 17:30";0,072;0,288;"VALID";
"03.12.2025 17:45";0,069;0,276;"VALID";
"03.12.2025 18:00";0,076;0,304;"VALID";
"03.12.2025 18:15";0,074;0,296;"VALID";
"03.12.2025 18:30";0,064;0,256;"VALID";
"03.12.2025 18:45";0,078;0,312;"VALID";
"03.12.2025 19:00";0,102;0,408;"VALID";
"03.12.2025 19:15";0,137;0,548;"VALID";
"03.12.2025 19:30";0,342;1,368;"VALID";
"03.12.2025 19:45";0,134;0,536;"VALID";
"03.12.2025 20:00";0,137;0,548;"VALID";
"03.12.2025 20:15";0,122;0,488;"VALID";
"03.12.2025 20:30";0,088;0,352;"VALID";
"03.12.2025 20:45";0,088;0,352;"VALID";
"03.12.2025 21:00";0,086;0,344;"VALID";
"03.12.2025 21:15";0,088;0,352;"VALID";
"03.12.2025 21:30";0,078;0,312;"VALID";
"03.12.2025 21:45";0,076;0,304;"VALID";
"03.12.2025 22:00";0,113;0,452;"VALID";
"03.12.2025 22:15";0,148;0,592;"VALID";
"03.12.2025 22:30";0,148;0,592;"VALID";
"03.12.2025 22:45";0,133;0,532;"VALID";
"03.12.2025 23:00";0,142;0,568;"VALID";
"03.12.2025 23:15";0,143;0,572;"VALID";
"03.12.2025 23:30";0,071;0,284;"VALID";
"03.12.2025 23:45";0,025;0,1;"VALID";
"04.12.2025 00:00";0,032;0,128;"VALID";
"04.12.2025 00:15";0,033;0,132;"VALID";
"04.12.2025 00:30";0,032;0,128;"VALID";
"04.12.2025 00:45";0,024;0,096;"VALID";
"04.12.2025 01:00";0,03;0,12;"VALID";
"04.12.2025 01:15";0,031;0,124;"VALID";
"04.12.2025 01:30";0,035;0,14;"VALID";
"04.12.2025 01:45";0,025;0,1;"VALID";
"04.12.2025 02:00";0,026;0,104;"VALID";
"04.12.2025 02:15";0,03;0,12;"VALID";
"04.12.2025 02:30";0,031;0,124;"VALID";
"04.12.2025 02:45";0,025;0,1;"VALID";
"04.12.2025 03:00";0,023;0,092;"VALID";
"04.12.2025 03:15";0,03;0,12;"VALID";
"04.12.2025 03:30";0,031;0,124;"VALID";
"04.12.2025 03:45";0,027;0,108;"VALID";
"04.12.2025 04:00";0,022;0,088;"VALID";
"04.12.2025 04:15";0,029;0,116;"VALID";
"04.12.2025 04:30";0,03;0,12;"VALID";
"04.12.2025 04:45";0,031;0,124;"VALID";
"04.12.2025 05:00";0,022;0,088;"VALID";
"04.12.2025 05:15";0,026;0,104;"VALID";
"04.12.2025 05:30";0,03;0,12;"VALID";
"04.12.2025 05:45";0,03;0,12;"VALID";
"04.12.2025 06:00";0,024;0,096;"VALID";
"04.12.2025 06:15";0,025;0,1;"VALID";
"04.12.2025 06:30";0,032;0,128;"VALID";
"04.12.2025 06:45";0,03;0,12;"VALID";
"04.12.2025 07:00";0,027;0,108;"VALID";
"04.12.2025 07:15";0,022;0,088;"VALID";
"04.12.2025 07:30";0,033;0,132;"VALID";
"04.12.2025 07:45";0,057;0,228;"VALID";
"04.12.2025 08:00";0,03;0,12;"VALID";
"04.12.2025 08:15";0,023;0,092;"VALID";
"04.12.2025 08:30";0,026;0,104;"VALID";
"04.12.2025 08:45";0,031;0,124;"VALID";
"04.12.2025 09:00";0,03;0,12;"VALID";
"04.12.2025 09:15";0,025;0,1;"VALID";
"04.12.2025 09:30";0,024;0,096;"VALID";
"04.12.2025 09:45";0,031;0,124;"VALID";
"04.12.2025 10:00";0,031;0,124;"VALID";
"04.12.2025 10:15";0,029;0,116;"VALID";
"04.12.2025 10:30";0,033;0,132;"VALID";
"04.12.2025 10:45";0,28;1,12;"VALID";
"04.12.2025 11:00";0,082;0,328;"VALID";
"04.12.2025 11:15";0,036;0,144;"VALID";
"04.12.2025 11:30";0,021;0,084;"VALID";
"04.12.2025 11:45";0,028;0,112;"VALID";
"04.12.2025 12:00";0,03;0,12;"VALID";
"04.12.2025 12:15";0,03;0,12;"VALID";
"04.12.2025 12:30";0,023;0,092;"VALID";
"04.12.2025 12:45";0,024;0,096;"VALID";
"04.12.2025 13:00";0,03;0,12;"VALID";
"04.12.2025 13:15";0,03;0,12;"VALID";
"04.12.2025 13:30";0,025;0,1;"VALID";
"04.12.2025 13:45";0,023;0,092;"VALID";
"04.12.2025 14:00";0,03;0,12;"VALID";
"04.12.2025 14:15";0,03;0,12;"VALID";
"04.12.2025 14:30";0,027;0,108;"VALID";
"04.12.2025 14:45";0,022;0,088;"VALID";
"04.12.2025 15:00";0,029;0,116;"VALID";
"04.12.2025 15:15";0,03;0,12;"VALID";
"04.12.2025 15:30";0,029;0,116;"VALID";
"04.12.2025 15:45";0,022;0,088;"VALID";
"04.12.2025 16:00";0,027;0,108;"VALID";
"04.12.2025 16:15";0,031;0,124;"VALID";
"04.12.2025 16:30";0,03;0,12;"VALID";
"04.12.2025 16:45";0,022;0,088;"VALID";
"04.12.2025 17:00";0,026;0,104;"VALID";
"04.12.2025 17:15";0,03;0,12;"VALID";
"04.12.2025 17:30";0,03;0,12;"VALID";
"04.12.2025 17:45";0,025;0,1;"VALID";
"04.12.2025 18:00";0,023;0,092;"VALID";
"04.12.2025 18:15";0,031;0,124;"VALID";
"04.12.2025 18:30";0,045;0,18;"VALID";
"04.12.2025 18:45";0,091;0,364;"VALID";
"04.12.2025 19:00";0,103;0,412;"VALID";
"04.12.2025 19:15";0,174;0,696;"VALID";
"04.12.2025 19:30";0,121;0,484;"VALID";
"04.12.2025 19:45";0,125;0,5;"VALID";
"04.12.2025 20:00";0,101;0,404;"VALID";
"04.12.2025 20:15";0,223;0,892;"VALID";
"04.12.2025 20:30";0,335;1,34;"VALID";
"04.12.2025 20:45";0,164;0,656;"VALID";
"04.12.2025 21:00";0,321;1,284;"VALID";
"04.12.2025 21:15";0,282;1,128;"VALID";
"04.12.2025 21:30";0,307;1,228;"VALID";
"04.12.2025 21:45";0,217;0,868;"VALID";
"04.12.2025 22:00";0,134;0,536;"VALID";
"04.12.2025 22:15";0,134;0,536;"VALID";
"04.12.2025 22:30";0,134;0,536;"VALID";
"04.12.2025 22:45";0,141;0,564;"VALID";
"04.12.2025 23:00";0,137;0,548;"VALID";
"04.12.2025 23:15";0,063;0,252;"VALID";
"04.12.2025 23:30";0,025;0,1;"VALID";
"04.12.2025 23:45";0,034;0,136;"VALID";
"05.12.2025 00:00";0,033;0,132;"VALID";
"05.12.2025 00:15";0,031;0,124;"VALID";
"05.12.2025 00:30";0,026;0,104;"VALID";
"05.12.2025 00:45";0,031;0,124;"VALID";
"05.12.2025 01:00";0,033;0,132;"VALID";
"05.12.2025 01:15";0,033;0,132;"VALID";
"05.12.2025 01:30";0,025;0,1;"VALID";
"05.12.2025 01:45";0,028;0,112;"VALID";
"05.12.2025 02:00";0,031;0,124;"VALID";
"05.12.2025 02:15";0,031;0,124;"VALID";
"05.12.2025 02:30";0,026;0,104;"VALID";
"05.12.2025 02:45";0,023;0,092;"VALID";
"05.12.2025 03:00";0,03;0,12;"VALID";
"05.12.2025 03:15";0,03;0,12;"VALID";
"05.12.2025 03:30";0,028;0,112;"VALID";
"05.12.2025 03:45";0,022;0,088;"VALID";
"05.12.2025 04:00";0,029;0,116;"VALID";
"05.12.2025 04:15";0,03;0,12;"VALID";
"05.12.2025 04:30";0,029;0,116;"VALID";
"05.12.2025 04:45";0,023;0,092;"VALID";
"05.12.2025 05:00";0,027;0,108;"VALID";
"05.12.2025 05:15";0,03;0,12;"VALID";
"05.12.2025 05:30";0,03;0,12;"VALID";
"05.12.2025 05:45";0,023;0,092;"VALID";
"05.12.2025 06:00";0,026;0,104;"VALID";
"05.12.2025 06:15";0,032;0,128;"VALID";
"05.12.2025 06:30";0,03;0,12;"VALID";
"05.12.2025 06:45";0,026;0,104;"VALID";
"05.12.2025 07:00";0,022;0,088;"VALID";
"05.12.2025 07:15";0,031;0,124;"VALID";
"05.12.2025 07:30";0,031;0,124;"VALID";
"05.12.2025 07:45";0,027;0,108;"VALID";
"05.12.2025 08:00";0,023;0,092;"VALID";
"05.12.2025 08:15";0,051;0,204;"VALID";
"05.12.2025 08:30";0,074;0,296;"VALID";
"05.12.2025 08:45";0,078;0,312;"VALID";
"05.12.2025 09:00";0,075;0,3;"VALID";
"05.12.2025 09:15";0,143;0,572;"VALID";
"05.12.2025 09:30";0,108;0,432;"VALID";
"05.12.2025 09:45";0,112;0,448;"VALID";
"05.12.2025 10:00";0,094;0,376;"VALID";
"05.12.2025 10:15";0,079;0,316;"VALID";
"05.12.2025 10:30";0,081;0,324;"VALID";
"05.12.2025 10:45";0,07;0,28;"VALID";
"05.12.2025 11:00";0,076;0,304;"VALID";
"05.12.2025 11:15";0,081;0,324;"VALID";
"05.12.2025 11:30";0,08;0,32;"VALID";
"05.12.2025 11:45";0,076;0,304;"VALID";
"05.12.2025 12:00";0,072;0,288;"VALID";
"05.12.2025 12:15";0,073;0,292;"VALID";
"05.12.2025 12:30";0,077;0,308;"VALID";
"05.12.2025 12:45";0,08;0,32;"VALID";
"05.12.2025 13:00";0,068;0,272;"VALID";
"05.12.2025 13:15";0,073;0,292;"VALID";
"05.12.2025 13:30";0,076;0,304;"VALID";
"05.12.2025 13:45";0,077;0,308;"VALID";
"05.12.2025 14:00";0,069;0,276;"VALID";
"05.12.2025 14:15";0,072;0,288;"VALID";
"05.12.2025 14:30";0,076;0,304;"VALID";
"05.12.2025 14:45";0,078;0,312;"VALID";
"05.12.2025 15:00";0,131;0,524;"VALID";
"05.12.2025 15:15";0,091;0,364;"VALID";
"05.12.2025 15:30";0,096;0,384;"VALID";
"05.12.2025 15:45";0,095;0,38;"VALID";
"05.12.2025 16:00";0,092;0,368;"VALID";
"05.12.2025 16:15";0,057;0,228;"VALID";
"05.12.2025 16:30";0,254;1,016;"VALID";
"05.12.2025 16:45";0,544;2,176;"VALID";
"05.12.2025 17:00";0,148;0,592;"VALID";
"05.12.2025 17:15";0,14;0,56;"VALID";
"05.12.2025 17:30";0,145;0,58;"VALID";
"05.12.2025 17:45";0,151;0,604;"VALID";
"05.12.2025 18:00";0,153;0,612;"VALID";
"05.12.2025 18:15";0,34;1,36;"VALID";
"05.12.2025 18:30";0,142;0,568;"VALID";
"05.12.2025 18:45";0,143;0,572;"VALID";
"05.12.2025 19:00";0,072;0,288;"VALID";
"05.12.2025 19:15";0,047;0,188;"VALID";
"05.12.2025 19:30";0,046;0,184;"VALID";
"05.12.2025 19:45";0,056;0,224;"VALID";
"05.12.2025 20:00";0,109;0,436;"VALID";
"05.12.2025 20:15";0,116;0,464;"VALID";
"05.12.2025 20:30";0,123;0,492;"VALID";
"05.12.2025 20:45";0,089;0,356;"VALID";
"05.12.2025 21:00";0,081;0,324;"VALID";
"05.12.2025 21:15";0,08;0,32;"VALID";
"05.12.2025 21:30";0,177;0,708;"VALID";
"05.12.2025 21:45";0,101;0,404;"VALID";
"05.12.2025 22:00";0,079;0,316;"VALID";
"05.12.2025 22:15";0,091;0,364;"VALID";
"05.12.2025 22:30";0,146;0,584;"VALID";
"05.12.2025 22:45";0,138;0,552;"VALID";
"05.12.2025 23:00";0,147;0,588;"VALID";
"05.12.2025 23:15";0,143;0,572;"VALID";
"05.12.2025 23:30";0,138;0,552;"VALID";
"05.12.2025 23:45";0,142;0,568;"VALID";
"06.12.2025 00:00";0,145;0,58;"VALID";
"06.12.2025 00:15";0,145;0,58;"VALID";
"06.12.2025 00:30";0,14;0,56;"VALID";
"06.12.2025 00:45";0,14;0,56;"VALID";
"06.12.2025 01:00";0,102;0,408;"VALID";
"06.12.2025 01:15";0,034;0,136;"VALID";
"06.12.2025 01:30";0,028;0,112;"VALID";
"06.12.2025 01:45";0,026;0,104;"VALID";
"06.12.2025 02:00";0,034;0,136;"VALID";
"06.12.2025 02:15";0,032;0,128;"VALID";
"06.12.2025 02:30";0,029;0,116;"VALID";
"06.12.2025 02:45";0,025;0,1;"VALID";
"06.12.2025 03:00";0,03;0,12;"VALID";
"06.12.2025 03:15";0,031;0,124;"VALID";
"06.12.2025 03:30";0,03;0,12;"VALID";
"06.12.2025 03:45";0,022;0,088;"VALID";
"06.12.2025 04:00";0,028;0,112;"VALID";
